song_id,song_name,video_id,author,message,published_at,like_count,language
734953,,sV2H712ldOI,@Fep.1,Прийшов сюди після прослуховування каверу від Hibikit,2025-06-01T01:50:52Z,0,uk
734953,,sV2H712ldOI,@tanukitammie,miku with iggy brows,2025-06-01T01:36:43Z,0,pl
734953,,sV2H712ldOI,@KorrieKit213,Christians rn-..,2025-06-01T01:15:59Z,1,en
734953,,sV2H712ldOI,@holo211,ñ,2025-06-01T00:09:31Z,0,es
734953,,sV2H712ldOI,@Kikilikesthefans,"So the thing that she meants ks that she tries to forget prn, nsfw but thats a addiction and she is worried that she will go to hell because of her sins because of watching.. U may say ""but why doesnt she stop?"" Well as i said she has an addiction.. No much hard she tries she can't stop",2025-05-31T23:39:12Z,1,en
734953,,sV2H712ldOI,@realnamefakename,Catholic edm going crazy,2025-05-31T22:44:13Z,0,en
734953,,sV2H712ldOI,@Pure_Angelz,YAOI;;;;!!!!!!!!!!,2025-05-31T20:46:06Z,0,cy
734953,,sV2H712ldOI,@caliopescott9151,This is so real.. 💔💔,2025-05-31T19:28:46Z,0,en
734953,,sV2H712ldOI,@alexpostsbrainrot,"I was accidently blasting ts on full volume, my neighbors will be executing me atp 💔🥀",2025-05-31T18:58:07Z,2,en
734953,,sV2H712ldOI,@TrinityWilliams-v6f,This is reference for Danganronpa franchise,2025-05-31T18:15:57Z,0,en
734953,,sV2H712ldOI,@BlueTheShifter,I just want to say that my classmate played the Beethoven song on piano the other day and my mind immediately defaulted to this damn song. I would've paid money to see my face before I realized he wasn't in fact aware of this song's existence.,2025-05-31T18:00:14Z,1,en
734953,,sV2H712ldOI,@Midoriya_izuku_deku0,1:40 me:,2025-05-31T15:28:13Z,1,sq
734953,,sV2H712ldOI,@BSD-JARAAAA,WHY DID NO ONE NOTICE THE “yaoi note” AT 1:03 😭💀,2025-05-31T14:08:27Z,0,sw
734953,,sV2H712ldOI,@Uncomfort-m3e,THIS IS NOW MY FAV GENRE OF MUSIC,2025-05-31T13:11:15Z,0,de
734953,,sV2H712ldOI,@saltyoms,that's me if im obsses lol,2025-05-31T10:41:13Z,0,en
734953,,sV2H712ldOI,@StickyInsert,cool song bro,2025-05-31T09:40:59Z,1,en
734953,,sV2H712ldOI,@sem_re,"im rewatching this and realised something... 2:25 ""lemon"" could be it referencing citrus scale lolololol",2025-05-31T09:25:22Z,0,en
734953,,sV2H712ldOI,@Christchim,"Literally 
Beethoven+miku+vocaloid+Danganronpa",2025-05-31T08:51:27Z,0,en
734953,,sV2H712ldOI,@Animelover-s5y,Miku x bl AND danganronpa!? Best song ever!!,2025-05-31T08:45:07Z,1,id
734953,,sV2H712ldOI,@bonniemoon6790,"For you have been called to live in freedom, my brothers and sisters. But don't use your freedom to satisfy your sinful nature. Instead, use your freedom to serve one another in love.” Galatians 5:13.",2025-05-31T08:31:50Z,1,en
734953,,sV2H712ldOI,@mewo_gaming1.00,This girl is boy psycho,2025-05-31T06:19:09Z,0,en
734953,,sV2H712ldOI,@ihsidpgsk,1:31 1:32 1:33 1:34,2025-05-31T06:15:51Z,0,unknown
734953,,sV2H712ldOI,@Jr54V2,"Psalms 37:13-22 ""but the Lord laughs at the wicked, for he sees that his day is coming.""",2025-05-31T05:19:02Z,1,en
734953,,sV2H712ldOI,@jinnsmane,"this video is literally me: hatsune miku, yaoi and danganronpa reference.... i'm in heaven",2025-05-31T04:44:30Z,0,en
734953,,sV2H712ldOI,@dewimayangsari6189,Umm where is beethoven,2025-05-31T03:13:33Z,1,en
734953,,sV2H712ldOI,@elfurrojuega,Aim rotten girl,2025-05-31T02:25:54Z,0,de
734953,,sV2H712ldOI,@InsaneLaughter01,Where was this back when I was ashamed of being rotten?,2025-05-31T01:55:51Z,1,en
734953,,sV2H712ldOI,@dylanrampersaud5110,this is what my friend's forsaken addiction is like,2025-05-31T01:48:47Z,0,en
734953,,sV2H712ldOI,@guindaste_gamer_12,O meu mano Beethoven pegou a referência kkkkkkkkkkkkk,2025-05-31T00:52:09Z,0,no
734953,,sV2H712ldOI,@うちゃこ-u1v,"マジで違ってたら土下座しますすみません
東方の曲に聞こえちまう、、",2025-05-30T23:26:49Z,1,ja
734953,,sV2H712ldOI,@pentaploid6000,1:37 dude the emotion here is CRAZY 🔥,2025-05-30T20:32:53Z,0,en
734953,,sV2H712ldOI,@aser-wv3us6qe1p59,2:38,2025-05-30T20:10:07Z,0,unknown
734953,,sV2H712ldOI,@Ræy_Đøňþəxįţænýmœřę,GTA 6の前に初音ミクがやおいにハマった,2025-05-30T18:38:57Z,2,ja
734953,,sV2H712ldOI,@sachiko1238,I just realized meiko is wearing the “family mart” miku module,2025-05-30T18:35:03Z,0,en
734953,,sV2H712ldOI,@Greystar2426,"Great catchy song! but still reminds me of- ""I have religious trauma"" The trauma: ""My parents made me go to church a handful of times""",2025-05-30T17:24:56Z,0,en
734953,,sV2H712ldOI,@JustherselfKatyusha,what is happening,2025-05-30T15:35:45Z,0,en
734953,,sV2H712ldOI,@HackerBrad-u2b,Junko  execution lol,2025-05-30T15:31:02Z,0,en
734953,,sV2H712ldOI,@winterhill-tp4bg,"Me to Miku, me too",2025-05-30T15:22:11Z,2,sk
734953,,sV2H712ldOI,@MorganRG-ej8dj,Makes me want to download OSU!,2025-05-30T15:02:33Z,0,en
734953,,sV2H712ldOI,@hosinohitoV,腐っても鯛　腐ってもミク　好き,2025-05-30T13:47:44Z,0,ja
734953,,sV2H712ldOI,@alexender2695,"Dear God, I've come to repent my sins
Let your blood wash me clean for I'm
I'm, I'm, I'm a rotten girl

I swore I'd never sin again
But my patience's running thin
The temptation flowing through my veins
I'm bounded by these shackles of shame
I promised I'd indulge no more
But my heart I can't ignore
In my dreams they're turning up the heat
I'm a dirty, rotten girl

On lock, underneath the bleachers
Just watch, look beyond the smoke and mirrors
Heartstruck? Shun the nunbeliever
Our operation would never be complete
Red hot! Tension with each whisper
Snapshot! Quiet moans and muffled whimpers
Come on! Can't you feel the fever
Rising up? Rising up to the sky?

As testaments echo, fear ignites beneath my skin
The lord sayeth, halt thy child, don't give into sin
It's driving me crazy
The urge to forsake thee
Yet, something shifts within this wicked bliss

I swore I'd never sin again
But my patience's running thin
Student council breathing down my neck
I wonder if they're hiding from me
Forbidden fruits before my eyes
And a taste that's so divine
My regrets rewriting history
I'm a sad, pathetic girl

Someone please tell me what to do
Because honestly, I just can't stop!
I've been trying so hard and I can't stop!
What would God think?!
And- I- I know I'm supposed to be a good girl, but
Somehow I just can't control myself
Every time I see them
Touching skin to skin
My mind goes
My mind goes
Kyaa-ah

Could Eve be our idol?
Could she lead us through the light?
We'd all be disciples of her lemon driven bite
Can somebody save me?
The urge to forsake thee
Still, something shifts within this wicked bliss

The power resting in my hands
For my God has other plans
In salvation I can live my life
As an ordinary girl

I can't resist it anymore
'Cause I smell slow burn galore
All the trauma from a cobblestone
Could never beat the devil in me
An honest sinner till I die
What's the harm if I don't mind?
With the paddle that empowers me
I can live a sinful life",2025-05-30T13:31:48Z,0,en
734953,,sV2H712ldOI,@RagdollCorpseZ,"As a Touhou fan, I hear Septette for a Dead Princess",2025-05-30T12:55:54Z,2,en
734953,,sV2H712ldOI,@RasyaMizuki,"Guys where do you find the full images of Kaito, I need it for an assignment I swear",2025-05-30T12:44:28Z,1,en
734953,,sV2H712ldOI,@lolski-sr4yy,This is horrible. Please drip feed me more.,2025-05-30T12:24:00Z,1,en
734953,,sV2H712ldOI,@Kansane_Teto,"Hey, Gackupo is male, how he became female 💀",2025-05-30T12:07:31Z,0,en
734953,,sV2H712ldOI,@kaitokiddo361,not the danganronpa punishment scene (also relatable for a rotten guy like me),2025-05-30T12:02:39Z,0,en
734953,,sV2H712ldOI,@ItzMeILA,"Scary how i relate to this song so much i added it to my ""MY CORE!!!"" playlist on spotify.",2025-05-30T11:41:23Z,1,en
734953,,sV2H712ldOI,@Gaiacrusher9fan2,"Very catchy and amusing, but what gave me that ""ah HA"" was realizing the leitmotif(?) is like in Beloved Tomboyish Girl and Kasane Territory.",2025-05-30T11:00:39Z,0,en
734953,,sV2H712ldOI,@Lildevil-0,This I js me,2025-05-30T10:48:57Z,0,en
734953,,sV2H712ldOI,@RahmRafahEmanuelleSangalang,No one talking about the DANGANRONPA REFERENCE??,2025-05-30T10:42:49Z,0,en
734953,,sV2H712ldOI,@Boiii33,0:00 dear God*,2025-05-30T10:30:33Z,2,cy
734953,,sV2H712ldOI,@MrpokerGames,No idk if it’s just me but this song has and gives me a lucid and chaotic mind that feels like a fever dream,2025-05-30T04:29:39Z,1,en
734953,,sV2H712ldOI,@Suy_e_Cidio,Eu te entendo miku😔😔,2025-05-30T04:28:58Z,0,et
734953,,sV2H712ldOI,@inkiminki,don’t show this to middle school me… i don’t know what they’d do to the ibis paint app 💀,2025-05-30T04:14:55Z,1,en
734953,,sV2H712ldOI,@inkiminki,0:58 MY MAN GAKUPO HOLY GUACAMOLESHWGEFWG,2025-05-30T04:11:35Z,1,so
734953,,sV2H712ldOI,@vidasemgraca3816,"I'm not a yaoi person. Actually, i NEVER read a yaoi, bl, boys romance, man x man in all my life. But i'm obsessed with this song",2025-05-30T03:50:15Z,2,en
734953,,sV2H712ldOI,@0nlyTsukii,1:16 WHY DIDNT I SEE THE BORED SAY BETA AND OMEGA HELP?!,2025-05-30T02:40:47Z,2,en
734953,,sV2H712ldOI,@Theblueguy1234,2:35 best part,2025-05-29T22:54:41Z,1,fr
734953,,sV2H712ldOI,@Ceuleart,"Miku is just like Barbie, she can be any thing 😂",2025-05-29T21:12:13Z,3,en
734953,,sV2H712ldOI,@noseuwu-u6v,2:20 estaba un ship gay???😭😭,2025-05-29T21:07:56Z,3,tl
734953,,sV2H712ldOI,@Xtrkcs,"Close enough, welcome back Plus Boy",2025-05-29T20:47:24Z,3,en
734953,,sV2H712ldOI,@Deerdeli_NN4,Esa canción me representa 🤑,2025-05-29T18:34:52Z,1,es
734953,,sV2H712ldOI,@luci67231_UWU,🤨Me ruerda a...,2025-05-29T17:25:30Z,0,es
734953,,sV2H712ldOI,@Asuko_998,"MAN OH MAN, idk how this accurately describe me cant resist reading bl 😭",2025-05-29T15:59:48Z,2,en
734953,,sV2H712ldOI,@OzlemThomson,🤨0:53 🤨,2025-05-29T15:03:59Z,0,unknown
734953,,sV2H712ldOI,@derickuantzeyangmoe2633,This song is actually not as bad as I thought,2025-05-29T13:51:29Z,4,en
734953,,sV2H712ldOI,@anonymous-h9j5b,they made miku a gooner 💔,2025-05-29T11:51:31Z,3,so
734953,,sV2H712ldOI,@ThisHandleIsntAvailible301,this is disgusting,2025-05-29T10:59:41Z,2,en
734953,,sV2H712ldOI,@robloxcommunity-7890,nice,2025-05-29T10:34:54Z,0,pl
734953,,sV2H712ldOI,@AsahinaMafuyu194,Gosh this is too relatable,2025-05-29T09:07:58Z,3,en
734953,,sV2H712ldOI,@kitkats2012,2:22 WHATTT—,2025-05-29T03:23:14Z,0,sw
734953,,sV2H712ldOI,@kayder_minhhuy,a literally polybuzz ad appears before ts,2025-05-29T02:50:35Z,0,en
734953,,sV2H712ldOI,@v1krash,Hokawazu illustrating for this sing is CRAZY,2025-05-29T02:08:34Z,0,en
734953,,sV2H712ldOI,@jesusenriquehernandezdelan390,"LA MEJOR CANCIÓN DEL MUNDO MUNDIAL, LA AMO, ES BUENÍSIMA 😼😼😼😼😼😼😼😼😼😼",2025-05-29T01:41:57Z,0,pt
734953,,sV2H712ldOI,@moondrop7642,this was disgusting 🤮,2025-05-29T01:23:51Z,1,en
734953,,sV2H712ldOI,@autotechgrl,If you didn't get the message of the song miku is trying to not indulge in lust wich is a sin but at the end miku excepting herwelf as a lustful person,2025-05-29T00:28:10Z,1,en
734953,,sV2H712ldOI,@cheziscool1234,1:38 its fucking danganronpa,2025-05-29T00:17:29Z,0,tl
734953,,sV2H712ldOI,@MrDeceitHimself,I heard this song on shorts and had not expected to be about this,2025-05-28T23:48:33Z,1,en
734953,,sV2H712ldOI,@Umiwashere,Is this Betoven virus?,2025-05-28T23:19:42Z,0,en
734953,,sV2H712ldOI,@SoraMasterX,"en efecto, creampie",2025-05-28T22:51:06Z,0,es
734953,,sV2H712ldOI,@STAR_SPARK0,I fricking love this.KAITO LOOKS LIKE A TWINK,2025-05-28T22:39:28Z,0,en
734953,,sV2H712ldOI,@dixsikarenarmasruiz9693,love ♥,2025-05-28T22:26:48Z,1,sl
734953,,sV2H712ldOI,@mikuexpansion,Beetsuven Hiku,2025-05-28T21:23:14Z,0,et
734953,,sV2H712ldOI,@lilafaze8863,"This would be peak if Fukase was in it, but it's not peak because Fukase's not in it, but it would be if Fukase was one of the characters shown there (preference grown up and shirtless) but still it's not because Fuka-

(I'm sorry in advance)",2025-05-28T17:47:16Z,1,en
734953,,sV2H712ldOI,@EmirTroll,2:00 avarage kira9999 level in gd.,2025-05-28T17:29:03Z,2,no
734953,,sV2H712ldOI,@Strawberrilovaa,Beethoven screaming crying and throwing up in the grave after his masterpiece became to a literal girl that is obsessed with yaoi and is Christian,2025-05-28T15:38:11Z,4,en
734953,,sV2H712ldOI,@Reviewver2023,I LOVE IT!!!,2025-05-28T14:43:55Z,2,it
734953,,sV2H712ldOI,@PiperTheFrog20ZX,This Miku’s about to go down the fujoshi to transmasc pipeline,2025-05-28T13:48:02Z,2,en
734953,,sV2H712ldOI,@sparklin3333,"Gosh I was a big fan of Magical cure love shot - expecting something similar, came here to discover THIS (but the song is so good...can't get it out of my brain)",2025-05-28T12:16:55Z,4,en
734953,,sV2H712ldOI,@insuranceee,she a gooner.......,2025-05-28T11:30:16Z,3,en
734953,,sV2H712ldOI,@AparnaMolsom,Niceeeeeer❤🎉,2025-05-28T09:09:12Z,3,nl
734953,,sV2H712ldOI,@i-love-my-enbyfriend,2:22,2025-05-28T08:00:52Z,1,unknown
734953,,sV2H712ldOI,@月見だんご-n4x,カラオケに追加されててめちゃくちゃびっくりした,2025-05-28T07:33:08Z,4,ja
734953,,sV2H712ldOI,@mellaniedelatorre6837,I have a theory that the sin that miku is in in this video is lust (has a great sex type love with someone),2025-05-28T06:12:34Z,1,en
734953,,sV2H712ldOI,@KeyceeAdoptante,🏳‍🌈,2025-05-28T05:03:13Z,2,unknown
734953,,sV2H712ldOI,@ezzzzyyy,Cant believe its been 4 months since music was invented,2025-05-28T04:39:50Z,3,en
734953,,sV2H712ldOI,@AlexyJapan,0:15,2025-05-28T03:26:10Z,1,unknown
734953,,sV2H712ldOI,@JuliaJulia-vh4xc,"No joke, this song contributed to me getting back into BL after being told “all BL is fetishistic and if you like BL you’re a bad person” back in the 2016/2017 tumblr days. The line “What’s the harm if I don’t mind?” just…made something click in me. Like, yeah, what *is* the harm if I don’t mind? I can be a fujin, and it’s okay. So, genuinely, thank you ❤",2025-05-28T02:11:42Z,0,en
734953,,sV2H712ldOI,@Yourcutiepiedarling,siento q en una parte es danganropa referencia pipipi,2025-05-28T01:38:52Z,0,es
734953,,sV2H712ldOI,@0321sunnymay,SO MIKUS A FREAK,2025-05-28T01:06:45Z,0,pt
734953,,sV2H712ldOI,@wisteria_whisper,"Lmao that was me back in highschool, I remember drawing a Kaito x Gakupo too xD",2025-05-27T23:42:13Z,0,en
734953,,sV2H712ldOI,@Hanako-r4x,Тут есть отсылка на данганронпу 1,2025-05-27T18:06:26Z,2,ru
734953,,sV2H712ldOI,@plussyplatinum,“What if i made a song about a girl who can’t stop masturbating and play it sing it over Beethoven's Piano Sonata No. 8 (C minor)?”,2025-05-27T16:12:52Z,6,en
734953,,sV2H712ldOI,@SPROUT-t5m,1:57 DANGARONPA EXECUTIONN,2025-05-27T14:59:13Z,2,de
734953,,sV2H712ldOI,@Theidkkchannel,Me irl,2025-05-27T14:42:37Z,2,tr
734953,,sV2H712ldOI,@etygg-yt,this feels wrong for some reason.,2025-05-27T13:42:37Z,0,en
734953,,sV2H712ldOI,@Asnamamk,The time is 2:27,2025-05-27T12:37:57Z,1,en
734953,,sV2H712ldOI,@Asnamamk,The time is 1:16,2025-05-27T12:36:41Z,1,en
734953,,sV2H712ldOI,@r0xvi266,Why do I relate to this sing,2025-05-27T11:44:55Z,2,en
734953,,sV2H712ldOI,@SuperDony81,❤❤❤❤❤,2025-05-27T11:28:33Z,1,unknown
734953,,sV2H712ldOI,@Cass_zxx,0:53 gay jumpscare,2025-05-27T08:30:38Z,3,so
734953,,sV2H712ldOI,@baaskajargal9990,I think i hear Pathetique 3 rd movement in this song,2025-05-27T07:20:59Z,0,en
734953,,sV2H712ldOI,@ryousuke2577,"How many plays in this music?

Me: YES!!!",2025-05-27T06:21:07Z,2,en
734953,,sV2H712ldOI,@Ichoryshy666,Long life fujoshis,2025-05-27T04:52:18Z,1,en
734953,,sV2H712ldOI,@margaritaarango7227,4:54,2025-05-27T01:01:49Z,1,unknown
734953,,sV2H712ldOI,@Melonie-n5j,HELLO?? THE DANGANRONPA EXECUTION?!!,2025-05-27T00:17:49Z,0,en
734953,,sV2H712ldOI,@fedora7kid,This is just a song about Miku being really h..ny???,2025-05-26T23:37:07Z,1,en
734953,,sV2H712ldOI,@Gigano_to,Bethoven,2025-05-26T21:56:56Z,0,nl
